LEFT
Double support (s),0.34983879222108494
Foot off (%),67.66917293233084
Limp index,1.0588235294117647
Opposite foot contact (%),51.8796992481203
Opposite foot off (%),15.789473684210527
Single support (s),0.3998157625383828
Step length (m),0.45474048134450307
Step time (s),0.5330876833845104
Stride length (m),0.6785345108538552
Stride time (s),1.1078228420334355
Walking speed (m/s),0.6124936994514292
Cadence (step/min),112.5518406635605
Double support (s),0.31652081200955307
Foot off (%),69.36936936936937
Limp index,1.0694444444444446
Opposite foot contact (%),54.054054054054056
Opposite foot off (%),18.91891891891892
Single support (s),0.324850307062436
Step length (m),0.3597444320994928
Step time (s),0.42480424769703173
Stride length (m),0.6636269923277933
Stride time (s),0.9245739508700102
Walking speed (m/s),0.7177651843893399
Cadence (step/min),141.2415255385857
Double support (s),0.27487333674513814
Foot off (%),62.5
Limp index,0.8695652173913044
Opposite foot contact (%),45.83333333333333
Opposite foot off (%),17.708333333333332
Single support (s),0.2248963664278403
Step length (m),0.547577467365145
Step time (s),0.4331337427499147
Stride length (m),0.7667649952729112
Stride time (s),0.7996315250767656
Walking speed (m/s),0.9588979063816935
Cadence (step/min),138.5253423551514
Double support (s),0.36649778232685093
Foot off (%),64.4927536231884
Limp index,0.956989247311828
Opposite foot contact (%),46.37681159420289
Opposite foot off (%),13.768115942028986
Single support (s),0.37482727737973387
Step length (m),0.5116764619942015
Step time (s),0.6163826339133401
Stride length (m),1.1203300322004544
Stride time (s),1.1494703172978507
Walking speed (m/s),0.9746489451194367
Cadence (step/min),97.34213246578206
Double support (s),0.324850307062436
Foot off (%),64.8854961832061
Limp index,1.0
Opposite foot contact (%),46.56488549618321
Opposite foot off (%),11.450381679389315
Single support (s),0.3831567724326168
Step length (m),0.45020476959623035
Step time (s),0.5830646537018083
Stride length (m),1.0707596035153841
Stride time (s),1.0911638519276696
Walking speed (m/s),0.981300472540179
Cadence (step/min),102.90454003525531
RIGHT
Double support (s),0.341509297168202
Foot off (%),66.43356643356643
Limp index,1.0674157303370786
Opposite foot contact (%),51.74825174825175
Opposite foot off (%),13.986013986013987
Single support (s),0.4497927328556806
Step length (m),0.22379402950935212
Step time (s),0.5747351586489252
Stride length (m),0.6476313698272983
Stride time (s),1.1911177925622654
Walking speed (m/s),0.5437173165167404
Cadence (step/min),104.3959101806938
Double support (s),0.34983879222108494
Foot off (%),68.54838709677419
Limp index,1.0493827160493827
Opposite foot contact (%),51.61290322580646
Opposite foot off (%),16.935483870967744
Single support (s),0.35816828727396793
Step length (m),0.3038825602283005
Step time (s),0.4997697031729785
Stride length (m),0.7586230415728036
Stride time (s),1.0328573865574888
Walking speed (m/s),0.7344896318177017
Cadence (step/min),120.05529670779786
Double support (s),0.28320283179802114
Foot off (%),71.57894736842104
Limp index,1.1147540983606556
Opposite foot contact (%),53.68421052631579
Opposite foot off (%),17.89473684210526
Single support (s),0.28320283179802114
Step length (m),0.2191875279077662
Step time (s),0.3664977823268509
Stride length (m),0.578931960007259
Stride time (s),0.7913020300238827
Walking speed (m/s),0.7316194550768257
Cadence (step/min),163.7117682379062
Double support (s),0.29153232685090413
Foot off (%),61.206896551724135
Limp index,0.8875
Opposite foot contact (%),44.827586206896555
Opposite foot off (%),13.793103448275861
Single support (s),0.2998618219037871
Step length (m),0.6086535702062528
Step time (s),0.5330876833845104
Stride length (m),1.1562310375713978
Stride time (s),0.9662214261344251
Walking speed (m/s),1.196652243779303
Cadence (step/min),112.5518406635605
Double support (s),0.333179802115319
Foot off (%),65.92592592592594
Limp index,1.0348837209302326
Opposite foot contact (%),54.81481481481482
Opposite foot off (%),18.51851851851852
Single support (s),0.40814525759126574
Step length (m),0.6205548339191539
Step time (s),0.5080991982258615
Stride length (m),1.1322312959133554
Stride time (s),1.1244818321392016
Walking speed (m/s),1.0068915864646841
Cadence (step/min),118.08717708963724
Double support (s),0.333179802115319
Foot off (%),67.71653543307087
Limp index,1.0617283950617284
Opposite foot contact (%),55.118110236220474
Opposite foot off (%),18.89763779527559
Single support (s),0.3831567724326168
Step length (m),0.2410967523560965
Step time (s),0.47478121801432954
Stride length (m),0.6913015219523269
Stride time (s),1.0578458717161379
Walking speed (m/s),0.6534992860829829
Cadence (step/min),126.37399653452407
""
Average Cadence,116.81055895893847
